Methane,Humidity,Temperature,Pressure,Altitude,Latitude & Longitude,Latitude,Longitude,Latitude (decimal),Longitude (decimal)
370.9,58.97,12.05,1017.18,-32.73,49 18.74192 -124 19.33069,49 18.74192,-124 19.33069,49.31237,-123.67782
370.9,58.93,12.05,1017.15,-32.4,49 18.73820 -124 19.33236,49 18.73820,-124 19.33236,49.3123,-123.67779
370.9,58.85,12.06,1017.07,-31.58,49 18.73126 -124 19.33493,49 18.73126,-124 19.33493,49.31219,-123.67775
370.9,58.79,12.07,1017,-30.76,49 18.72235 -124 19.33881,49 18.72235,-124 19.33881,49.31204,-123.67769
370.9,58.75,12.08,1016.84,-29.42,49 18.71044 -124 19.34376,49 18.71044,-124 19.34376,49.31184,-123.6776
370.9,58.72,12.09,1016.7,-28.45,49 18.69600 -124 19.34974,49 18.69600,-124 19.34974,49.3116,-123.6775
370.9,58.72,12.1,1016.55,-27.15,49 18.67154 -124 19.36007,49 18.67154,-124 19.36007,49.31119,-123.67733
370.9,58.74,12.1,1016.39,-25.77,49 18.65388 -124 19.36753,49 18.65388,-124 19.36753,49.3109,-123.67721
370.9,58.96,12.11,1016.2,-23.98,49 18.63609 -124 19.37523,49 18.63609,-124 19.37523,49.3106,-123.67708
370.9,59.05,12.12,1016.04,-22.73,49 18.61827 -124 19.38290,49 18.61827,-124 19.38290,49.3103,-123.67695
370.9,59.01,12.14,1015.81,-21.71,49 18.60050 -124 19.39037,49 18.60050,-124 19.39037,49.31001,-123.67683
373.34,59,12.15,1015.77,-19.83,49 18.58291 -124 19.39760,49 18.58291,-124 19.39760,49.30972,-123.67671
370.9,58.98,12.15,1015.56,-18.87,49 18.56636 -124 19.40427,49 18.56636,-124 19.40427,49.30944,-123.6766
373.34,58.93,12.16,1015.41,-17.8,49 18.55019 -124 19.41087,49 18.55019,-124 19.41087,49.30917,-123.67649
373.34,58.86,12.17,1015.19,-15.82,49 18.52613 -124 19.42091,49 18.52613,-124 19.42091,49.30877,-123.67632
373.34,58.79,12.18,1015.03,-14.22,49 18.50997 -124 19.42765,49 18.50997,-124 19.42765,49.3085,-123.67621
373.34,58.72,12.18,1014.78,-12.46,49 18.49366 -124 19.43448,49 18.49366,-124 19.43448,49.30823,-123.67609
373.34,58.69,12.19,1014.72,-11.81,49 18.47714 -124 19.44137,49 18.47714,-124 19.44137,49.30795,-123.67598
373.34,58.64,12.2,1014.58,-10.84,49 18.46103 -124 19.44814,49 18.46103,-124 19.44814,49.30768,-123.67586
373.34,58.61,12.2,1014.43,-9.6,49 18.44459 -124 19.45504,49 18.44459,-124 19.45504,49.30741,-123.67575
375.78,58.6,12.21,1014.2,-7.28,49 18.42728 -124 19.46339,49 18.42728,-124 19.46339,49.30712,-123.67561
375.78,58.61,12.21,1013.97,-5.08,49 18.40929 -124 19.47443,49 18.40929,-124 19.47443,49.30682,-123.67543
375.78,58.61,12.22,1013.67,-3.32,49 18.39106 -124 19.48862,49 18.39106,-124 19.48862,49.30652,-123.67519
375.78,58.63,12.23,1013.37,-0.55,49 18.36491 -124 19.51424,49 18.36491,-124 19.51424,49.30608,-123.67476
375.78,58.7,12.24,1013.16,1.21,49 18.34901 -124 19.53400,49 18.34901,-124 19.53400,49.30582,-123.67443
375.78,58.72,12.25,1012.94,2.97,49 18.33467 -124 19.55562,49 18.33467,-124 19.55562,49.30558,-123.67407
375.78,58.64,12.27,1012.65,5.46,49 18.32115 -124 19.57912,49 18.32115,-124 19.57912,49.30535,-123.67368
375.78,58.56,12.28,1012.41,7.06,49 18.30871 -124 19.60398,49 18.30871,-124 19.60398,49.30515,-123.67327
375.78,58.53,12.29,1012.14,9.84,49 18.29821 -124 19.63060,49 18.29821,-124 19.63060,49.30497,-123.67282
375.78,58.59,12.3,1011.95,11.58,49 18.28905 -124 19.65853,49 18.28905,-124 19.65853,49.30482,-123.67236
375.78,58.67,12.32,1011.67,13.8,49 18.28203 -124 19.68807,49 18.28203,-124 19.68807,49.3047,-123.67187
375.78,58.71,12.32,1011.35,16.29,49 18.27488 -124 19.73520,49 18.27488,-124 19.73520,49.30458,-123.67108
375.78,58.73,12.33,1011.14,17.73,49 18.27292 -124 19.76824,49 18.27292,-124 19.76824,49.30455,-123.67053
378.22,58.72,12.35,1011.04,18.78,49 18.27220 -124 19.80193,49 18.27220,-124 19.80193,49.30454,-123.66997
378.22,58.71,12.35,1010.89,19.89,49 18.27258 -124 19.83567,49 18.27258,-124 19.83567,49.30454,-123.66941
378.22,58.7,12.36,1010.81,20.19,49 18.27321 -124 19.86956,49 18.27321,-124 19.86956,49.30455,-123.66884
375.78,58.69,12.37,1010.81,20.32,49 18.27410 -124 19.90304,49 18.27410,-124 19.90304,49.30457,-123.66828
378.22,58.65,12.37,1010.73,20.84,49 18.27476 -124 19.93578,49 18.27476,-124 19.93578,49.30458,-123.66774
378.22,58.64,12.38,1010.69,21.21,49 18.27541 -124 19.96849,49 18.27541,-124 19.96849,49.30459,-123.66719
378.22,58.66,12.39,1010.66,21.55,49 18.27621 -124 20.01711,49 18.27621,-124 20.01711,49.3046,-123.66638
378.22,58.66,12.39,1010.65,21.46,49 18.27644 -124 20.04918,49 18.27644,-124 20.04918,49.30461,-123.66585
378.22,58.68,12.4,1010.6,21.83,49 18.27687 -124 20.08129,49 18.27687,-124 20.08129,49.30461,-123.66531
378.22,58.72,12.4,1010.62,22.27,49 18.27725 -124 20.11391,49 18.27725,-124 20.11391,49.30462,-123.66477
378.22,58.74,12.41,1010.55,22.12,49 18.27717 -124 20.14720,49 18.27717,-124 20.14720,49.30462,-123.66421
378.22,58.72,12.42,1010.51,23.17,49 18.27605 -124 20.18024,49 18.27605,-124 20.18024,49.3046,-123.66366
378.22,58.79,12.43,1010.5,23.14,49 18.27501 -124 20.21310,49 18.27501,-124 20.21310,49.30458,-123.66312
378.22,58.91,12.45,1010.45,23.07,49 18.27457 -124 20.24631,49 18.27457,-124 20.24631,49.30458,-123.66256
378.22,58.97,12.46,1010.36,23.83,49 18.27489 -124 20.28011,49 18.27489,-124 20.28011,49.30458,-123.662
378.22,59.09,12.47,1010.41,23.61,49 18.27534 -124 20.33086,49 18.27534,-124 20.33086,49.30459,-123.66115
378.22,59.08,12.48,1010.45,23.46,49 18.27562 -124 20.36472,49 18.27562,-124 20.36472,49.30459,-123.66059
378.22,59.03,12.49,1010.5,22.47,49 18.27592 -124 20.39853,49 18.27592,-124 20.39853,49.3046,-123.66002
378.22,59.01,12.5,1010.64,21.95,49 18.27623 -124 20.43229,49 18.27623,-124 20.43229,49.3046,-123.65946
378.22,59.01,12.51,1010.7,20.84,49 18.27657 -124 20.46508,49 18.27657,-124 20.46508,49.30461,-123.65892
378.22,59.04,12.52,1010.72,20.41,49 18.27699 -124 20.49741,49 18.27699,-124 20.49741,49.30462,-123.65838
378.22,59.08,12.52,1010.8,21.44,49 18.27745 -124 20.52972,49 18.27745,-124 20.52972,49.30462,-123.65784
378.22,59.1,12.53,1010.76,20.78,49 18.27788 -124 20.56179,49 18.27788,-124 20.56179,49.30463,-123.6573
378.22,59.09,12.55,1010.66,21.59,49 18.27844 -124 20.60952,49 18.27844,-124 20.60952,49.30464,-123.65651
378.22,59.08,12.56,1010.56,22.34,49 18.27884 -124 20.64159,49 18.27884,-124 20.64159,49.30465,-123.65597
378.22,59.05,12.57,1010.43,23.39,49 18.27931 -124 20.67364,49 18.27931,-124 20.67364,49.30466,-123.65544
378.22,59.02,12.58,1010.38,24.08,49 18.27975 -124 20.70555,49 18.27975,-124 20.70555,49.30466,-123.65491
378.22,59,12.58,1010.31,25,49 18.28009 -124 20.73748,49 18.28009,-124 20.73748,49.30467,-123.65438
378.22,58.96,12.59,1010.15,25.75,49 18.28042 -124 20.76911,49 18.28042,-124 20.76911,49.30467,-123.65385
378.22,58.93,12.6,1010.11,26.35,49 18.28085 -124 20.80043,49 18.28085,-124 20.80043,49.30468,-123.65333
378.22,58.95,12.6,1010.04,26.83,49 18.28136 -124 20.83190,49 18.28136,-124 20.83190,49.30469,-123.6528
378.22,58.93,12.62,1009.96,27.56,49 18.28315 -124 20.88044,49 18.28315,-124 20.88044,49.30472,-123.65199
375.78,58.89,12.62,1009.91,28.33,49 18.28572 -124 20.91362,49 18.28572,-124 20.91362,49.30476,-123.65144
378.22,58.86,12.64,1009.71,28.81,49 18.28906 -124 20.94700,49 18.28906,-124 20.94700,49.30482,-123.65088
375.78,58.86,12.65,1009.79,29.56,49 18.29338 -124 20.98039,49 18.29338,-124 20.98039,49.30489,-123.65033
378.22,58.87,12.67,1009.71,29.65,49 18.29856 -124 21.01314,49 18.29856,-124 21.01314,49.30498,-123.64978
378.22,58.92,12.67,1009.63,30.03,49 18.30367 -124 21.04565,49 18.30367,-124 21.04565,49.30506,-123.64924
375.78,58.92,12.69,1009.63,30.41,49 18.30867 -124 21.07799,49 18.30867,-124 21.07799,49.30514,-123.6487
375.78,58.91,12.7,1009.63,30.36,49 18.31390 -124 21.11005,49 18.31390,-124 21.11005,49.30523,-123.64817
375.78,58.92,12.72,1009.57,30.68,49 18.31908 -124 21.14197,49 18.31908,-124 21.14197,49.30532,-123.64763
375.78,58.91,12.73,1009.53,31.23,49 18.32667 -124 21.19034,49 18.32667,-124 21.19034,49.30544,-123.64683
375.78,58.91,12.74,1009.51,31.39,49 18.33114 -124 21.22267,49 18.33114,-124 21.22267,49.30552,-123.64629
375.78,58.89,12.75,1009.46,31.51,49 18.33507 -124 21.25446,49 18.33507,-124 21.25446,49.30558,-123.64576
375.78,58.84,12.76,1009.43,31.41,49 18.33850 -124 21.28509,49 18.33850,-124 21.28509,49.30564,-123.64525
375.78,58.79,12.77,1009.43,31.71,49 18.34139 -124 21.31371,49 18.34139,-124 21.31371,49.30569,-123.64477
375.78,58.76,12.78,1009.49,31.49,49 18.34340 -124 21.33982,49 18.34340,-124 21.33982,49.30572,-123.64434
375.78,58.77,12.79,1009.53,31.04,49 18.34486 -124 21.36040,49 18.34486,-124 21.36040,49.30575,-123.64399
375.78,58.76,12.8,1009.57,30.65,49 18.34549 -124 21.37519,49 18.34549,-124 21.37519,49.30576,-123.64375
375.78,58.71,12.81,1009.58,30.22,49 18.34038 -124 21.38610,49 18.34038,-124 21.38610,49.30567,-123.64357
375.78,58.63,12.83,1009.59,30.47,49 18.33403 -124 21.38800,49 18.33403,-124 21.38800,49.30557,-123.64353
375.78,58.61,12.84,1009.57,30.74,49 18.32522 -124 21.38897,49 18.32522,-124 21.38897,49.30542,-123.64352
375.78,58.6,12.86,1009.54,30.95,49 18.31521 -124 21.38957,49 18.31521,-124 21.38957,49.30525,-123.64351
375.78,58.58,12.87,1009.5,31.27,49 18.30483 -124 21.38992,49 18.30483,-124 21.38992,49.30508,-123.6435
375.78,58.54,12.88,1009.45,31.91,49 18.29421 -124 21.39042,49 18.29421,-124 21.39042,49.3049,-123.64349
375.78,58.49,12.89,1009.35,32.94,49 18.28333 -124 21.39107,49 18.28333,-124 21.39107,49.30472,-123.64348
375.78,58.41,12.94,1009.25,33.47,49 18.27227 -124 21.39197,49 18.27227,-124 21.39197,49.30454,-123.64347
375.78,58.22,12.97,1009.22,33.85,49 18.25608 -124 21.39338,49 18.25608,-124 21.39338,49.30427,-123.64344
375.78,57.86,13,1009.21,33.68,49 18.24591 -124 21.39561,49 18.24591,-124 21.39561,49.3041,-123.64341
375.78,57.58,13.04,1009.21,33.82,49 18.23633 -124 21.39985,49 18.23633,-124 21.39985,49.30394,-123.64334
375.78,57.48,13.09,1009.26,33,49 18.22737 -124 21.40521,49 18.22737,-124 21.40521,49.30379,-123.64325
375.78,57.45,13.12,1009.33,32.22,49 18.21770 -124 21.40919,49 18.21770,-124 21.40919,49.30363,-123.64318
375.78,57.4,13.14,1009.32,33.03,49 18.20775 -124 21.41327,49 18.20775,-124 21.41327,49.30346,-123.64311
375.78,57.31,13.16,1009.31,32.86,49 18.19760 -124 21.41600,49 18.19760,-124 21.41600,49.30329,-123.64307
375.78,57.25,13.18,1009.3,32.83,49 18.18771 -124 21.41567,49 18.18771,-124 21.41567,49.30313,-123.64307
375.78,57.23,13.2,1009.33,32.82,49 18.17266 -124 21.40686,49 18.17266,-124 21.40686,49.30288,-123.64322
375.78,57.27,13.21,1009.28,33.18,49 18.16261 -124 21.39942,49 18.16261,-124 21.39942,49.30271,-123.64334
375.78,57.38,13.23,1009.21,33.68,49 18.15270 -124 21.39208,49 18.15270,-124 21.39208,49.30255,-123.64347
375.78,57.4,13.25,1009.21,33.7,49 18.14192 -124 21.38398,49 18.14192,-124 21.38398,49.30237,-123.6436
375.78,57.52,13.27,1009.22,33.98,49 18.13253 -124 21.37651,49 18.13253,-124 21.37651,49.30221,-123.64372
375.78,57.61,13.28,1009.23,33.42,49 18.12509 -124 21.36785,49 18.12509,-124 21.36785,49.30208,-123.64387
375.78,57.58,13.29,1009.32,32.59,49 18.12131 -124 21.35734,49 18.12131,-124 21.35734,49.30202,-123.64404
375.78,57.57,13.3,1009.33,32.72,49 18.12046 -124 21.34334,49 18.12046,-124 21.34334,49.30201,-123.64428
375.78,57.58,13.32,1009.46,31.66,49 18.11796 -124 21.29527,49 18.11796,-124 21.29527,49.30197,-123.64508
375.78,57.63,13.36,1009.62,30.06,49 18.11682 -124 21.27782,49 18.11682,-124 21.27782,49.30195,-123.64537
375.78,57.7,13.39,1009.63,29.98,49 18.11401 -124 21.26554,49 18.11401,-124 21.26554,49.3019,-123.64557
375.78,57.88,13.42,1009.64,29.89,49 18.10679 -124 21.25656,49 18.10679,-124 21.25656,49.30178,-123.64572
375.78,57.63,13.46,1009.65,30.01,49 18.09907 -124 21.25506,49 18.09907,-124 21.25506,49.30165,-123.64575
41.24,,,,,,,,,
41.23,,,,,,,,,
41.21,,,,,,,,,
41.18,,,,,,,,,
41.16,,,,,,,,,
41.13,,,,,,,,,
41.1,,,,,,,,,
41.07,,,,,,,,,
41.05,,,,,,,,,
41.02,,,,,,,,,
41,,,,,,,,,
40.98,,,,,,,,,
40.97,,,,,,,,,
40.95,,,,,,,,,
40.97,,,,,,,,,
40.99,,,,,,,,,
41.01,,,,,,,,,
41.15,,,,,,,,,
41.25,,,,,,,,,
41.27,,,,,,,,,
41.3,,,,,,,,,
41.34,,,,,,,,,
41.34,,,,,,,,,
41.34,,,,,,,,,
41.32,,,,,,,,,
41.27,,,,,,,,,
41.24,,,,,,,,,
41.2,,,,,,,,,
41.18,,,,,,,,,
41.16,,,,,,,,,
41.13,,,,,,,,,
41.11,,,,,,,,,
41.09,,,,,,,,,
41.06,,,,,,,,,
41.21,,,,,,,,,
41.23,,,,,,,,,
41.39,,,,,,,,,
41.42,,,,,,,,,
41.24,,,,,,,,,
41.15,,,,,,,,,
40.76,,,,,,,,,
39.71,,,,,,,,,
39.45,,,,,,,,,
39.19,,,,,,,,,
39.03,,,,,,,,,
39.04,,,,,,,,,
39.09,,,,,,,,,
39.31,,,,,,,,,
39.65,,,,,,,,,
39.97,,,,,,,,,
40.53,,,,,,,,,
40.74,,,,,,,,,
40.88,,,,,,,,,
41.03,,,,,,,,,
41.3,,,,,,,,,
41.65,,,,,,,,,
42.03,,,,,,,,,
42.21,,,,,,,,,
42.49,,,,,,,,,
42.91,,,,,,,,,
43.21,,,,,,,,,
43.39,,,,,,,,,
43.64,,,,,,,,,
43.84,,,,,,,,,
44.05,,,,,,,,,
44.25,,,,,,,,,
44.38,,,,,,,,,
44.49,,,,,,,,,
44.59,,,,,,,,,
44.66,,,,,,,,,
44.79,,,,,,,,,
44.91,,,,,,,,,
45.04,,,,,,,,,
45.26,,,,,,,,,
45.4,,,,,,,,,
45.51,,,,,,,,,
45.58,,,,,,,,,
45.76,,,,,,,,,
45.92,,,,,,,,,
46.07,,,,,,,,,
46.14,,,,,,,,,
46.23,,,,,,,,,
46.32,,,,,,,,,
46.43,,,,,,,,,
46.48,,,,,,,,,
46.56,,,,,,,,,
46.72,,,,,,,,,
46.82,,,,,,,,,
46.91,,,,,,,,,
47.01,,,,,,,,,
47.13,,,,,,,,,
47.17,,,,,,,,,
47.23,,,,,,,,,
47.33,,,,,,,,,
47.53,,,,,,,,,
47.69,,,,,,,,,
47.85,,,,,,,,,
47.98,,,,,,,,,
48.14,,,,,,,,,
48.35,,,,,,,,,
48.57,,,,,,,,,
48.73,,,,,,,,,
48.88,,,,,,,,,
49.03,,,,,,,,,
49.26,,,,,,,,,
49.43,,,,,,,,,
49.61,,,,,,,,,
49.8,,,,,,,,,
49.92,,,,,,,,,
50.05,,,,,,,,,
50.24,,,,,,,,,
50.55,,,,,,,,,
50.8,,,,,,,,,
50.95,,,,,,,,,
51.04,,,,,,,,,
51.1,,,,,,,,,
51.18,,,,,,,,,
51.36,,,,,,,,,
51.49,,,,,,,,,
51.73,,,,,,,,,
51.92,,,,,,,,,
51.98,,,,,,,,,
52.05,,,,,,,,,
52.13,,,,,,,,,
52.28,,,,,,,,,
52.37,,,,,,,,,
52.38,,,,,,,,,
52.4,,,,,,,,,
52.38,,,,,,,,,
52.56,,,,,,,,,
52.63,,,,,,,,,
52.82,,,,,,,,,
52.88,,,,,,,,,
52.95,,,,,,,,,
52.97,,,,,,,,,
53.01,,,,,,,,,
53.2,,,,,,,,,
53.44,,,,,,,,,
53.65,,,,,,,,,
53.7,,,,,,,,,
53.76,,,,,,,,,
53.97,,,,,,,,,
54.1,,,,,,,,,
54.09,,,,,,,,,
54.13,,,,,,,,,
54.29,,,,,,,,,
54.42,,,,,,,,,
54.64,,,,,,,,,
54.99,,,,,,,,,
55.11,,,,,,,,,
55.24,,,,,,,,,
55.36,,,,,,,,,
55.71,,,,,,,,,
55.97,,,,,,,,,
56.16,,,,,,,,,
56.16,,,,,,,,,
59.34,,,,,,,,,
61.16,,,,,,,,,
61.08,,,,,,,,,
61.5,,,,,,,,,
61.47,,,,,,,,,
61.15,,,,,,,,,
60.64,,,,,,,,,
60.05,,,,,,,,,
59.49,,,,,,,,,
59.24,,,,,,,,,
59.13,,,,,,,,,
59.8,,,,,,,,,
61.04,,,,,,,,,
61.73,,,,,,,,,
61.39,,,,,,,,,
60.65,,,,,,,,,
60.11,,,,,,,,,
59.84,,,,,,,,,
59.7,,,,,,,,,
59.61,,,,,,,,,
59.44,,,,,,,,,
59.25,,,,,,,,,
59.09,,,,,,,,,
58.92,,,,,,,,,
58.82,,,,,,,,,
58.67,,,,,,,,,
58.55,,,,,,,,,
58.41,,,,,,,,,
58.34,,,,,,,,,
58.38,,,,,,,,,
58.55,,,,,,,,,
58.64,,,,,,,,,
58.63,,,,,,,,,
58.9,,,,,,,,,
58.97,,,,,,,,,
58.99,,,,,,,,,
58.99,,,,,,,,,
59.02,,,,,,,,,
59.01,,,,,,,,,
59.01,,,,,,,,,
58.97,,,,,,,,,
58.93,,,,,,,,,
58.78,,,,,,,,,
58.69,,,,,,,,,
58.6,,,,,,,,,
58.55,,,,,,,,,
58.52,,,,,,,,,
58.48,,,,,,,,,
58.46,,,,,,,,,
58.45,,,,,,,,,
58.45,,,,,,,,,
58.43,,,,,,,,,
58.39,,,,,,,,,
58.38,,,,,,,,,
58.38,,,,,,,,,
58.35,,,,,,,,,
58.3,,,,,,,,,
58.27,,,,,,,,,
58.25,,,,,,,,,
58.23,,,,,,,,,
58.21,,,,,,,,,
58.23,,,,,,,,,
58.77,,,,,,,,,
58.94,,,,,,,,,
58.97,,,,,,,,,
58.93,,,,,,,,,
58.85,,,,,,,,,
58.79,,,,,,,,,
58.75,,,,,,,,,
58.72,,,,,,,,,
58.72,,,,,,,,,
58.74,,,,,,,,,
58.96,,,,,,,,,
59.05,,,,,,,,,
59.01,,,,,,,,,
59,,,,,,,,,
58.98,,,,,,,,,
58.93,,,,,,,,,
58.86,,,,,,,,,
58.79,,,,,,,,,
58.72,,,,,,,,,
58.69,,,,,,,,,
58.64,,,,,,,,,
58.61,,,,,,,,,
58.6,,,,,,,,,
58.61,,,,,,,,,
58.61,,,,,,,,,
58.63,,,,,,,,,
58.7,,,,,,,,,
58.72,,,,,,,,,
58.64,,,,,,,,,
58.56,,,,,,,,,
58.53,,,,,,,,,
58.59,,,,,,,,,
58.67,,,,,,,,,
58.71,,,,,,,,,
58.73,,,,,,,,,
58.72,,,,,,,,,
58.71,,,,,,,,,
58.7,,,,,,,,,
58.69,,,,,,,,,
58.65,,,,,,,,,
58.64,,,,,,,,,
58.66,,,,,,,,,
58.66,,,,,,,,,
58.68,,,,,,,,,
58.72,,,,,,,,,
58.74,,,,,,,,,
58.72,,,,,,,,,
58.79,,,,,,,,,
58.91,,,,,,,,,
58.97,,,,,,,,,
59.09,,,,,,,,,
59.08,,,,,,,,,
59.03,,,,,,,,,
59.01,,,,,,,,,
59.01,,,,,,,,,
59.04,,,,,,,,,
59.08,,,,,,,,,
59.1,,,,,,,,,
59.09,,,,,,,,,
59.08,,,,,,,,,
59.05,,,,,,,,,
59.02,,,,,,,,,
59,,,,,,,,,
58.96,,,,,,,,,
58.93,,,,,,,,,
58.95,,,,,,,,,
58.93,,,,,,,,,
58.89,,,,,,,,,
58.86,,,,,,,,,
58.86,,,,,,,,,
58.87,,,,,,,,,
58.92,,,,,,,,,
58.92,,,,,,,,,
58.91,,,,,,,,,
58.92,,,,,,,,,
58.91,,,,,,,,,
58.91,,,,,,,,,
58.89,,,,,,,,,
58.84,,,,,,,,,
58.79,,,,,,,,,
58.76,,,,,,,,,
58.77,,,,,,,,,
58.76,,,,,,,,,
58.71,,,,,,,,,
58.63,,,,,,,,,
58.61,,,,,,,,,
58.6,,,,,,,,,
58.58,,,,,,,,,
58.54,,,,,,,,,
58.49,,,,,,,,,
58.41,,,,,,,,,
58.22,,,,,,,,,
57.86,,,,,,,,,
57.58,,,,,,,,,
57.48,,,,,,,,,
57.45,,,,,,,,,
57.4,,,,,,,,,
57.31,,,,,,,,,
57.25,,,,,,,,,
57.23,,,,,,,,,
57.27,,,,,,,,,
57.38,,,,,,,,,
57.4,,,,,,,,,
57.52,,,,,,,,,
57.61,,,,,,,,,
57.58,,,,,,,,,
57.57,,,,,,,,,
57.58,,,,,,,,,
57.63,,,,,,,,,
57.7,,,,,,,,,
57.88,,,,,,,,,
57.63,,,,,,,,,
57.43,,,,,,,,,
18.33,,,,,,,,,
18.33,,,,,,,,,
18.33,,,,,,,,,
18.33,,,,,,,,,
18.34,,,,,,,,,
18.34,,,,,,,,,
18.34,,,,,,,,,
18.34,,,,,,,,,
18.34,,,,,,,,,
18.34,,,,,,,,,
18.35,,,,,,,,,
18.35,,,,,,,,,
18.35,,,,,,,,,
18.36,,,,,,,,,
18.36,,,,,,,,,
18.36,,,,,,,,,
18.36,,,,,,,,,
18.37,,,,,,,,,
18.38,,,,,,,,,
18.38,,,,,,,,,
18.39,,,,,,,,,
18.39,,,,,,,,,
18.4,,,,,,,,,
18.4,,,,,,,,,
18.4,,,,,,,,,
18.4,,,,,,,,,
18.4,,,,,,,,,
18.41,,,,,,,,,
18.41,,,,,,,,,
18.41,,,,,,,,,
18.41,,,,,,,,,
18.41,,,,,,,,,
18.41,,,,,,,,,
18.42,,,,,,,,,
18.41,,,,,,,,,
18.42,,,,,,,,,
18.43,,,,,,,,,
18.43,,,,,,,,,
18.43,,,,,,,,,
18.43,,,,,,,,,
18.38,,,,,,,,,
18.27,,,,,,,,,
18.17,,,,,,,,,
18.05,,,,,,,,,
17.91,,,,,,,,,
17.77,,,,,,,,,
17.62,,,,,,,,,
17.45,,,,,,,,,
17.24,,,,,,,,,
17.04,,,,,,,,,
16.84,,,,,,,,,
16.62,,,,,,,,,
16.47,,,,,,,,,
16.33,,,,,,,,,
16.15,,,,,,,,,
15.97,,,,,,,,,
15.85,,,,,,,,,
15.67,,,,,,,,,
15.42,,,,,,,,,
15.21,,,,,,,,,
15.1,,,,,,,,,
14.99,,,,,,,,,
14.84,,,,,,,,,
14.75,,,,,,,,,
14.66,,,,,,,,,
14.58,,,,,,,,,
14.51,,,,,,,,,
14.41,,,,,,,,,
14.35,,,,,,,,,
14.29,,,,,,,,,
14.22,,,,,,,,,
14.16,,,,,,,,,
14.11,,,,,,,,,
14.05,,,,,,,,,
14,,,,,,,,,
13.95,,,,,,,,,
13.88,,,,,,,,,
13.84,,,,,,,,,
13.79,,,,,,,,,
13.73,,,,,,,,,
13.69,,,,,,,,,
13.64,,,,,,,,,
13.59,,,,,,,,,
13.55,,,,,,,,,
13.5,,,,,,,,,
13.44,,,,,,,,,
13.4,,,,,,,,,
13.36,,,,,,,,,
13.31,,,,,,,,,
13.27,,,,,,,,,
13.24,,,,,,,,,
13.2,,,,,,,,,
13.17,,,,,,,,,
13.13,,,,,,,,,
13.08,,,,,,,,,
13.03,,,,,,,,,
12.99,,,,,,,,,
12.95,,,,,,,,,
12.92,,,,,,,,,
12.88,,,,,,,,,
12.85,,,,,,,,,
12.82,,,,,,,,,
12.79,,,,,,,,,
12.74,,,,,,,,,
12.71,,,,,,,,,
12.68,,,,,,,,,
12.65,,,,,,,,,
12.62,,,,,,,,,
12.6,,,,,,,,,
12.55,,,,,,,,,
12.52,,,,,,,,,
12.5,,,,,,,,,
12.47,,,,,,,,,
12.44,,,,,,,,,
12.43,,,,,,,,,
12.4,,,,,,,,,
12.37,,,,,,,,,
12.34,,,,,,,,,
12.31,,,,,,,,,
12.28,,,,,,,,,
12.26,,,,,,,,,
12.23,,,,,,,,,
12.2,,,,,,,,,
12.18,,,,,,,,,
12.16,,,,,,,,,
12.14,,,,,,,,,
12.12,,,,,,,,,
12.09,,,,,,,,,
11.89,,,,,,,,,
12.03,,,,,,,,,
12.01,,,,,,,,,
11.98,,,,,,,,,
11.95,,,,,,,,,
11.94,,,,,,,,,
11.93,,,,,,,,,
11.91,,,,,,,,,
11.89,,,,,,,,,
11.87,,,,,,,,,
11.85,,,,,,,,,
11.83,,,,,,,,,
11.82,,,,,,,,,
11.81,,,,,,,,,
11.79,,,,,,,,,
11.78,,,,,,,,,
11.77,,,,,,,,,
11.76,,,,,,,,,
11.75,,,,,,,,,
11.74,,,,,,,,,
11.73,,,,,,,,,
11.73,,,,,,,,,
11.72,,,,,,,,,
11.72,,,,,,,,,
11.71,,,,,,,,,
11.71,,,,,,,,,
11.7,,,,,,,,,
11.7,,,,,,,,,
11.71,,,,,,,,,
11.71,,,,,,,,,
11.72,,,,,,,,,
11.73,,,,,,,,,
11.73,,,,,,,,,
11.73,,,,,,,,,
11.74,,,,,,,,,
11.74,,,,,,,,,
11.74,,,,,,,,,
11.74,,,,,,,,,
11.74,,,,,,,,,
11.75,,,,,,,,,
11.76,,,,,,,,,
11.76,,,,,,,,,
11.77,,,,,,,,,
11.77,,,,,,,,,
11.78,,,,,,,,,
11.78,,,,,,,,,
11.78,,,,,,,,,
11.78,,,,,,,,,
11.78,,,,,,,,,
11.78,,,,,,,,,
11.79,,,,,,,,,
11.8,,,,,,,,,
11.8,,,,,,,,,
11.81,,,,,,,,,
11.8,,,,,,,,,
11.81,,,,,,,,,
11.81,,,,,,,,,
11.82,,,,,,,,,
11.83,,,,,,,,,
11.83,,,,,,,,,
11.84,,,,,,,,,
11.84,,,,,,,,,
11.85,,,,,,,,,
11.85,,,,,,,,,
11.86,,,,,,,,,
11.86,,,,,,,,,
11.87,,,,,,,,,
11.88,,,,,,,,,
11.88,,,,,,,,,
11.89,,,,,,,,,
11.89,,,,,,,,,
11.9,,,,,,,,,
11.91,,,,,,,,,
11.92,,,,,,,,,
11.92,,,,,,,,,
11.92,,,,,,,,,
11.93,,,,,,,,,
11.93,,,,,,,,,
11.94,,,,,,,,,
11.95,,,,,,,,,
11.95,,,,,,,,,
11.96,,,,,,,,,
11.96,,,,,,,,,
11.96,,,,,,,,,
11.97,,,,,,,,,
11.98,,,,,,,,,
11.99,,,,,,,,,
11.99,,,,,,,,,
